PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE;MES;REFERENCIA
250680;Xiaomi Redmi 10;1;3090;12/12/2022 03:33;Salvador;2215;12;202212
250681;Fones de ouvido com fio;1;61,74;09/04/2023 20:41;Salvador;2215;4;202304
250682;Monitor de 20 polegadas;1;566,44;02/09/2023 08:33;Rio de Janeiro;73301;9;202309
250683;Cabo de carregamento USB-C;1;61,54;01/10/2023 07:17;Manaus;10001;10;202310
250684;Baterias AAA (pacote com 4);1;15,39;08/09/2023 07:39;Fortaleza;94016;9;202309
250685;Laptop ThinkPad;1;5149,94;08/03/2023 07:25;Salvador;2215;3;202303
250686;Fones de ouvido Bose SoundSport;1;514,94;02/06/2023 18:34;Salvador;2215;6;202306
250687;Cabo de carregamento USB-C;1;61,54;24/07/2023 13:47;São Paulo;90001;7;202307
250688;Telefone Motorola X;1;2060;21/01/2023 18:54;Campinas;30301;1;202301
250689;Máquina de lavar LG;1;3090;10/05/2023 08:54;São Paulo;90001;5;202305
250690;Monitor para jogos 4K de 27 polegadas;1;2008,44;14/03/2023 21:14;Salvador;2215;3;202303
250691;Monitor ultralargo de 34 pol.;1;1956,94;27/09/2023 01:11;Bahia;97035;9;202309
250692;Fones de ouvido Bose SoundSport;1;514,94;06/01/2023 09:50;São Paulo;90001;1;202301
250693;Monitor FHD de 27 polegadas;1;772,44;13/11/2022 03:53;São Paulo;90001;11;202211
250694;Cabo de carregamento USB-C;1;61,54;03/02/2023 19:38;Salvador;2215;2;202302
250695;Baterias AAA (pacote com 4);1;15,39;26/03/2023 19:41;Salvador;2215;3;202303
250696;Laptop ThinkPad;1;5149,94;21/01/2023 18:20;Fortaleza;94016;1;202301
250697;Pilhas AA (pacote com 4);1;19,77;14/02/2023 05:52;São Paulo;90001;2;202302
250698;Monitor FHD de 27 polegadas;1;772,44;12/03/2023 08:05;Salvador;2215;3;202303
250699;Monitor FHD de 27 polegadas;1;772,44;14/09/2023 16:31;Florianópolis;75001;9;202309
250700;Xiaomi Redmi 10;1;3090;13/05/2023 21:28;Bahia;97035;5;202305
250701;Fones de ouvido Apple Airpods;1;772,5;04/05/2023 21:15;Fortaleza;94016;5;202305
250702;Monitor ultralargo de 34 pol.;1;1956,94;27/11/2022 19:16;Campinas;30301;11;202211
250703;Baterias AAA (pacote com 4);3;15,39;21/08/2023 16:21;Fortaleza;94016;8;202308
250704;Telefone Motorola X;1;2060;17/07/2023 20:28;Manaus;10001;7;202307
250705;Cabo de carregamento USB-C;1;61,54;10/07/2023 10:08;Manaus;10001;7;202307
250706;Cabo de carregamento Lightning;1;76,99;05/08/2023 23:22;Fortaleza;94016;8;202308
250707;Baterias AAA (pacote com 4);1;15,39;01/02/2023 13:05;Manaus;10001;2;202302
250708;Cabo de carregamento Lightning;1;76,99;11/05/2023 06:12;Florianópolis;75001;5;202305
250709;Monitor para jogos 4K de 27 polegadas;1;2008,44;16/08/2023 14:25;São Paulo;90001;8;202308
250710;Monitor para jogos 4K de 27 polegadas;1;2008,44;31/10/2022 02:59;Fortaleza;94016;10;202210
250711;Pilhas AA (pacote com 4);2;19,77;19/01/2023 22:28;Fortaleza;94016;1;202301
250712;Baterias AAA (pacote com 4);1;15,39;22/10/2022 07:35;Fortaleza;94016;10;202210
250713;Cabo de carregamento USB-C;1;61,54;23/06/2023 06:15;São Paulo;90001;6;202306
250714;Cabo de carregamento USB-C;1;61,54;24/03/2023 03:28;Fortaleza;94016;3;202303
250715;Fones de ouvido com fio;1;61,74;02/12/2022 14:02;Manaus;10001;12;202212
250716;Fones de ouvido com fio;1;61,74;27/11/2022 10:27;Manaus;10001;11;202211
250717;Cabo de carregamento USB-C;1;61,54;12/09/2023 22:13;Fortaleza;94016;9;202309
250718;Laptop Macbook Pro;1;8755;11/05/2023 08:20;Salvador;2215;5;202305
250719;Pilhas AA (pacote com 4);2;19,77;14/04/2023 13:57;Campinas;30301;4;202304
250720;Fones de ouvido Apple Airpods;1;772,5;16/02/2023 08:38;Bahia;97035;2;202302
250721;Fones de ouvido Bose SoundSport;1;514,94;29/05/2023 13:19;Fortaleza;94016;5;202305
250722;Monitor de 20 polegadas;1;566,44;27/07/2023 22:36;Manaus;10001;7;202307
250723;Cabo de carregamento Lightning;1;76,99;27/04/2023 18:35;Bahia;97035;4;202304
250724;Xiaomi Redmi 10;1;3090;08/08/2023 10:44;Fortaleza;94016;8;202308
250725;Fones de ouvido Bose SoundSport;1;514,94;07/08/2023 18:54;Manaus;10001;8;202308
250726;Monitor para jogos 4K de 27 polegadas;1;2008,44;06/09/2023 16:09;Manaus;10001;9;202309
250727;Monitor FHD de 27 polegadas;1;772,44;07/01/2023 08:01;Rio de Janeiro;73301;1;202301
250728;Cabo de carregamento USB-C;1;61,54;10/11/2022 14:51;Belo Horizonte;98101;11;202211
250729;Pilhas AA (pacote com 4);3;19,77;03/03/2023 04:10;Campinas;30301;3;202303
250730;Monitor FHD de 27 polegadas;1;772,44;20/11/2022 20:05;Campinas;30301;11;202211
250731;Fones de ouvido Bose SoundSport;1;514,94;28/04/2023 11:19;Fortaleza;94016;4;202304
250732;Laptop Macbook Pro;1;8755;30/03/2023 14:14;Belo Horizonte;98101;3;202303
250733;Cabo de carregamento USB-C;1;61,54;26/08/2023 18:55;Bahia;97035;8;202308
250734;Cabo de carregamento USB-C;1;61,54;18/12/2022 08:24;Campinas;30301;12;202212
250735;Fones de ouvido Apple Airpods;1;772,5;18/12/2022 04:25;Fortaleza;94016;12;202212
250736;Baterias AAA (pacote com 4);1;15,39;05/08/2023 02:35;Fortaleza;94016;8;202308
250737;Cabo de carregamento USB-C;1;61,54;27/04/2023 18:19;Salvador;2215;4;202304
250738;Pilhas AA (pacote com 4);1;19,77;04/03/2023 12:02;Belo Horizonte;98101;3;202303
250739;Fones de ouvido Bose SoundSport;1;514,94;19/05/2023 15:57;São Paulo;90001;5;202305
250740;iPhone;1;9890;18/04/2023 14:41;Belo Horizonte;98101;4;202304
250741;Xiaomi Redmi 10;1;3090;10/11/2022 14:17;Fortaleza;94016;11;202211
250742;Pilhas AA (pacote com 4);1;19,77;28/07/2023 13:58;Salvador;2215;7;202307
250743;Pilhas AA (pacote com 4);1;19,77;08/05/2023 14:07;Manaus;10001;5;202305
250744;Laptop Macbook Pro;1;8755;27/01/2023 18:48;Fortaleza;94016;1;202301
250745;Fones de ouvido Apple Airpods;1;772,5;30/05/2023 05:02;Fortaleza;94016;5;202305
250746;Fones de ouvido Apple Airpods;1;772,5;26/11/2022 02:45;Campinas;30301;11;202211
250747;Telefone Motorola X;1;2060;20/08/2023 15:06;Belo Horizonte;98101;8;202308
250747;Cabo de carregamento USB-C;1;61,54;05/07/2023 07:17;Belo Horizonte;98101;7;202307
250748;Fones de ouvido Bose SoundSport;1;514,94;25/01/2023 16:25;Salvador;2215;1;202301
250749;Baterias AAA (pacote com 4);1;15,39;03/12/2022 14:46;Fortaleza;94016;12;202212
250750;Fones de ouvido com fio;1;61,74;01/10/2023 11:21;Bahia;97035;10;202310
250751;Fones de ouvido Apple Airpods;1;772,5;17/12/2022 10:39;Rio de Janeiro;73301;12;202212
250752;Monitor para jogos 4K de 27 polegadas;1;2008,44;14/11/2022 02:59;Fortaleza;94016;11;202211
250753;Cabo de carregamento USB-C;1;61,54;30/09/2023 15:07;São Paulo;90001;9;202309
250754;iPhone;1;9890;13/02/2023 18:12;Bahia;97035;2;202302
250754;Cabo de carregamento Lightning;1;76,99;23/03/2023 23:11;Bahia;97035;3;202303
250754;Fones de ouvido com fio;1;61,74;19/06/2023 03:50;Bahia;97035;6;202306
250755;Cabo de carregamento USB-C;1;61,54;08/05/2023 09:57;Fortaleza;94016;5;202305
250756;Baterias AAA (pacote com 4);1;15,39;24/11/2022 00:54;Campinas;30301;11;202211
250757;Fones de ouvido Bose SoundSport;1;514,94;07/02/2023 18:27;Fortaleza;94016;2;202302
250758;Fones de ouvido Apple Airpods;1;772,5;13/12/2022 05:52;Belo Horizonte;98101;12;202212
250759;Cabo de carregamento USB-C;1;61,54;15/05/2023 18:43;Salvador;2215;5;202305
250760;Cabo de carregamento Lightning;1;76,99;24/09/2023 08:10;Rio de Janeiro;73301;9;202309
250761;Xiaomi Redmi 10;1;3090;01/12/2022 05:25;São Paulo;90001;12;202212
250762;Cabo de carregamento USB-C;1;61,54;06/07/2023 05:28;Fortaleza;94016;7;202307
250763;Fones de ouvido Bose SoundSport;1;514,94;08/02/2023 01:31;São Paulo;90001;2;202302
250764;Cabo de carregamento USB-C;1;61,54;26/10/2022 03:09;São Paulo;90001;10;202210
250765;Laptop ThinkPad;1;5149,94;18/02/2023 09:56;Salvador;2215;2;202302
250766;Monitor ultralargo de 34 pol.;1;1956,94;28/05/2023 03:23;Florianópolis;75001;5;202305
250767;Cabo de carregamento USB-C;1;61,54;14/07/2023 07:10;Belo Horizonte;98101;7;202307
250768;Monitor FHD de 27 polegadas;1;772,44;26/10/2022 19:02;Fortaleza;94016;10;202210
250769;TV de tela plana;1;1545;04/07/2023 23:07;Fortaleza;94016;7;202307
250770;Pilhas AA (pacote com 4);1;19,77;28/07/2023 23:12;Belo Horizonte;98101;7;202307
250771;Fones de ouvido com fio;1;61,74;09/03/2023 10:21;Fortaleza;94016;3;202303
250772;Cabo de carregamento Lightning;1;76,99;27/09/2023 22:55;São Paulo;90001;9;202309
250773;Monitor FHD de 27 polegadas;1;772,44;20/03/2023 11:10;São Paulo;90001;3;202303
250774;Baterias AAA (pacote com 4);1;15,39;01/11/2022 13:31;Fortaleza;94016;11;202211
250775;Cabo de carregamento Lightning;1;76,99;31/12/2022 02:09;São Paulo;90001;12;202212
250776;Cabo de carregamento USB-C;1;61,54;27/01/2023 14:57;Salvador;2215;1;202301
250777;Monitor ultralargo de 34 pol.;1;1956,94;10/01/2023 00:31;Belo Horizonte;98101;1;202301
250778;Cabo de carregamento USB-C;1;61,54;23/06/2023 13:26;Manaus;10001;6;202306
250779;Monitor FHD de 27 polegadas;1;772,44;27/01/2023 17:08;Fortaleza;94016;1;202301
250780;Cabo de carregamento Lightning;1;76,99;31/08/2023 05:24;Manaus;10001;8;202308
250781;Fones de ouvido com fio;2;61,74;02/08/2023 04:05;Salvador;2215;8;202308
250782;Cabo de carregamento USB-C;1;61,54;22/03/2023 05:18;Fortaleza;94016;3;202303
250783;Pilhas AA (pacote com 4);1;19,77;09/05/2023 08:06;São Paulo;90001;5;202305
250784;Xiaomi Redmi 10;1;3090;26/01/2023 07:32;Salvador;2215;1;202301
250784;Cabo de carregamento USB-C;1;61,54;25/03/2023 02:29;Salvador;2215;3;202303
250785;Monitor ultralargo de 34 pol.;1;1956,94;19/10/2022 11:28;Salvador;2215;10;202210
250786;Pilhas AA (pacote com 4);1;19,77;19/02/2023 11:55;Fortaleza;94016;2;202302
250787;Baterias AAA (pacote com 4);1;15,39;09/10/2023 12:28;Fortaleza;94016;10;202310
250788;Baterias AAA (pacote com 4);1;15,39;31/05/2023 18:26;Manaus;10001;5;202305
250789;Monitor FHD de 27 polegadas;1;772,44;12/06/2023 14:59;Fortaleza;94016;6;202306
250790;Baterias AAA (pacote com 4);2;15,39;05/11/2022 00:25;Campinas;30301;11;202211
250791;Fones de ouvido com fio;1;61,74;10/07/2023 21:16;Fortaleza;94016;7;202307
250792;Pilhas AA (pacote com 4);3;19,77;31/12/2022 02:09;Belo Horizonte;98101;12;202212
250793;Cabo de carregamento Lightning;1;76,99;20/07/2023 01:43;Florianópolis;75001;7;202307
250794;Cabo de carregamento USB-C;1;61,54;08/04/2023 06:45;Bahia;97035;4;202304
250795;Fones de ouvido com fio;1;61,74;08/06/2023 04:45;Bahia;97035;6;202306
250796;Cabo de carregamento Lightning;1;76,99;05/11/2022 20:25;São Paulo;90001;11;202211
250797;Cabo de carregamento USB-C;1;61,54;10/10/2023 11:12;São Paulo;90001;10;202310
250798;iPhone;1;9890;05/04/2023 04:01;Fortaleza;94016;4;202304
250798;Cabo de carregamento Lightning;1;76,99;31/08/2023 09:30;Fortaleza;94016;8;202308
250799;Cabo de carregamento USB-C;1;61,54;12/10/2022 15:24;Bahia;97035;10;202210
250800;Fones de ouvido Apple Airpods;1;772,5;02/08/2023 13:25;São Paulo;90001;8;202308
250801;Fones de ouvido Bose SoundSport;1;514,94;02/10/2023 13:23;Salvador;2215;10;202310
250802;Cabo de carregamento USB-C;1;61,54;04/08/2023 05:24;Salvador;2215;8;202308
250803;Monitor de 20 polegadas;1;566,44;02/01/2023 17:57;Fortaleza;94016;1;202301
250804;Cabo de carregamento Lightning;1;76,99;04/10/2023 01:10;Manaus;10001;10;202310
250805;iPhone;1;9890;20/02/2023 13:05;Fortaleza;94016;2;202302
250806;Pilhas AA (pacote com 4);2;19,77;28/11/2022 00:07;Florianópolis;75001;11;202211
250807;Cabo de carregamento USB-C;1;61,54;01/04/2023 08:35;Rio de Janeiro;73301;4;202304
250808;Baterias AAA (pacote com 4);1;15,39;31/07/2023 10:07;São Paulo;90001;7;202307
250809;Monitor para jogos 4K de 27 polegadas;1;2008,44;13/10/2022 00:22;Fortaleza;94016;10;202210
250810;Pilhas AA (pacote com 4);1;19,77;03/07/2023 08:22;Salvador;2215;7;202307
250811;Baterias AAA (pacote com 4);2;15,39;30/05/2023 17:57;Florianópolis;75001;5;202305
250812;Monitor ultralargo de 34 pol.;1;1956,94;09/02/2023 00:10;Florianópolis;75001;2;202302
250813;Cabo de carregamento USB-C;1;61,54;17/05/2023 01:02;São Paulo;90001;5;202305
250814;Cabo de carregamento Lightning;1;76,99;25/10/2022 17:57;Campinas;30301;10;202210
250815;Fones de ouvido Apple Airpods;1;772,5;15/12/2022 10:13;Belo Horizonte;98101;12;202212
250816;Baterias AAA (pacote com 4);2;15,39;25/03/2023 14:01;Salvador;2215;3;202303
250817;Baterias AAA (pacote com 4);1;15,39;22/10/2022 19:26;Salvador;2215;10;202210
250818;Monitor FHD de 27 polegadas;1;772,44;19/12/2022 03:56;Rio de Janeiro;73301;12;202212
250818;Fones de ouvido Apple Airpods;1;772,5;13/02/2023 15:59;Rio de Janeiro;73301;2;202302
250819;Fones de ouvido com fio;2;61,74;24/08/2023 11:05;Manaus;10001;8;202308
250820;iPhone;1;9890;14/08/2023 02:52;Bahia;97035;8;202308
250820;Fones de ouvido com fio;1;61,74;31/12/2022 01:58;Bahia;97035;12;202212
250821;Fones de ouvido Bose SoundSport;1;514,94;12/10/2022 03:25;Manaus;10001;10;202210
250822;Cabo de carregamento USB-C;1;61,54;03/03/2023 10:46;Belo Horizonte;98101;3;202303
250823;Fones de ouvido Bose SoundSport;1;514,94;30/04/2023 20:32;Florianópolis;75001;4;202304
250824;Cabo de carregamento Lightning;2;76,99;06/08/2023 14:53;Belo Horizonte;98101;8;202308
250825;Fones de ouvido Apple Airpods;1;772,5;27/09/2023 00:07;Belo Horizonte;98101;9;202309
250826;Baterias AAA (pacote com 4);1;15,39;15/08/2023 08:38;Fortaleza;94016;8;202308
250827;iPhone;1;9890;20/03/2023 22:52;Belo Horizonte;98101;3;202303
250828;Fones de ouvido Apple Airpods;1;772,5;25/06/2023 14:27;Fortaleza;94016;6;202306
250829;Cabo de carregamento USB-C;1;61,54;30/04/2023 22:15;Salvador;2215;4;202304
250830;Pilhas AA (pacote com 4);2;19,77;02/11/2022 01:25;Salvador;2215;11;202211
250831;Cabo de carregamento Lightning;1;76,99;11/04/2023 00:02;Fortaleza;94016;4;202304
250832;iPhone;1;9890;17/06/2023 14:21;Manaus;10001;6;202306
250832;Cabo de carregamento Lightning;2;76,99;31/01/2023 01:47;Manaus;10001;1;202301
250833;Monitor ultralargo de 34 pol.;1;1956,94;30/08/2023 14:03;São Paulo;90001;8;202308
250834;Máquina de lavar LG;1;3090;01/12/2022 09:00;Manaus;10001;12;202212
250835;Fones de ouvido Bose SoundSport;1;514,94;09/01/2023 23:04;Manaus;10001;1;202301
250836;Cabo de carregamento Lightning;1;76,99;15/03/2023 21:04;Fortaleza;94016;3;202303
250837;Xiaomi Redmi 10;1;3090;29/04/2023 21:43;Salvador;2215;4;202304
250837;Cabo de carregamento USB-C;1;61,54;23/04/2023 05:04;Salvador;2215;4;202304
250838;Monitor para jogos 4K de 27 polegadas;1;2008,44;06/02/2023 16:02;Manaus;10001;2;202302
250839;Baterias AAA (pacote com 4);2;15,39;30/04/2023 20:50;São Paulo;90001;4;202304
250840;Monitor para jogos 4K de 27 polegadas;1;2008,44;03/08/2023 02:59;Salvador;2215;8;202308
250841;Baterias AAA (pacote com 4);1;15,39;17/09/2023 02:18;Belo Horizonte;98101;9;202309
250842;Fones de ouvido Apple Airpods;1;772,5;27/11/2022 15:24;Salvador;2215;11;202211
250843;Cabo de carregamento USB-C;1;61,54;03/08/2023 06:10;Rio de Janeiro;73301;8;202308
250844;Cabo de carregamento Lightning;1;76,99;25/07/2023 08:28;Florianópolis;75001;7;202307
250845;Fones de ouvido Bose SoundSport;1;514,94;28/02/2023 14:30;Fortaleza;94016;2;202302
250846;Cabo de carregamento Lightning;1;76,99;29/06/2023 04:22;Manaus;10001;6;202306
250847;Fones de ouvido com fio;1;61,74;12/09/2023 08:45;Rio de Janeiro;73301;9;202309
250848;Pilhas AA (pacote com 4);1;19,77;29/07/2023 05:50;Campinas;30301;7;202307
250849;Monitor ultralargo de 34 pol.;1;1956,94;01/09/2023 11:06;Campinas;30301;9;202309
250850;Xiaomi Redmi 10;1;3090;19/08/2023 05:53;São Paulo;90001;8;202308
250850;Cabo de carregamento USB-C;1;61,54;15/08/2023 01:45;São Paulo;90001;8;202308
250851;Pilhas AA (pacote com 4);1;19,77;20/06/2023 14:26;São Paulo;90001;6;202306
250852;Pilhas AA (pacote com 4);4;19,77;19/03/2023 04:34;Campinas;30301;3;202303
250853;Cabo de carregamento USB-C;1;61,54;07/05/2023 00:50;São Paulo;90001;5;202305
250854;Máquina de lavar LG;1;3090;17/05/2023 17:10;Fortaleza;94016;5;202305
250855;Pilhas AA (pacote com 4);2;19,77;23/10/2022 19:36;Bahia;97035;10;202210
250856;Cabo de carregamento USB-C;1;61,54;30/04/2023 12:40;Fortaleza;94016;4;202304
250857;Fones de ouvido Apple Airpods;1;772,5;27/08/2023 05:44;Salvador;2215;8;202308
250858;Cabo de carregamento USB-C;1;61,54;09/01/2023 08:45;Rio de Janeiro;73301;1;202301
250859;Fones de ouvido com fio;2;61,74;11/08/2023 09:25;Florianópolis;75001;8;202308
250860;Cabo de carregamento Lightning;1;76,99;30/09/2023 06:01;Fortaleza;94016;9;202309
250861;Monitor ultralargo de 34 pol.;1;1956,94;04/07/2023 18:31;Fortaleza;94016;7;202307
250862;Pilhas AA (pacote com 4);2;19,77;06/09/2023 14:06;Bahia;97035;9;202309
250863;Cabo de carregamento Lightning;1;76,99;11/07/2023 23:10;São Paulo;90001;7;202307
250864;Cabo de carregamento USB-C;1;61,54;27/12/2022 22:36;Florianópolis;75001;12;202212
250865;Monitor para jogos 4K de 27 polegadas;1;2008,44;07/09/2023 17:59;Florianópolis;75001;9;202309
250866;Cabo de carregamento USB-C;1;61,54;10/05/2023 02:19;São Paulo;90001;5;202305
250867;Laptop ThinkPad;1;5149,94;04/05/2023 19:27;Salvador;2215;5;202305
250868;Pilhas AA (pacote com 4);1;19,77;11/06/2023 10:56;Fortaleza;94016;6;202306
250869;Laptop Macbook Pro;1;8755;07/04/2023 03:58;Fortaleza;94016;4;202304
250870;Xiaomi Redmi 10;1;3090;18/02/2023 09:40;Belo Horizonte;98101;2;202302
250871;Xiaomi Redmi 10;1;3090;18/09/2023 07:20;Belo Horizonte;98101;9;202309
250872;Cabo de carregamento USB-C;2;61,54;10/11/2022 13:48;Fortaleza;94016;11;202211
250873;Laptop Macbook Pro;1;8755;13/12/2022 09:28;Florianópolis;75001;12;202212
250874;Pilhas AA (pacote com 4);1;19,77;01/06/2023 00:10;Manaus;10001;6;202306
250875;Fones de ouvido com fio;3;61,74;28/01/2023 17:45;Fortaleza;94016;1;202301
250876;Cabo de carregamento Lightning;1;76,99;28/07/2023 21:53;Salvador;2215;7;202307
250877;Monitor FHD de 27 polegadas;1;772,44;30/07/2023 19:03;Fortaleza;94016;7;202307
250878;iPhone;1;9890;05/04/2023 12:20;São Paulo;90001;4;202304
250879;Fones de ouvido com fio;1;61,74;28/12/2022 05:09;Campinas;30301;12;202212
250880;Cabo de carregamento Lightning;1;76,99;02/10/2023 10:23;Manaus;10001;10;202310
250881;Fones de ouvido Apple Airpods;1;772,5;31/05/2023 07:56;Rio de Janeiro;73301;5;202305
250882;TV de tela plana;1;1545;13/09/2023 14:24;Fortaleza;94016;9;202309
250883;Pilhas AA (pacote com 4);1;19,77;05/11/2022 03:44;São Paulo;90001;11;202211
250884;Cabo de carregamento Lightning;1;76,99;01/11/2022 08:16;Fortaleza;94016;11;202211
250885;Fones de ouvido Apple Airpods;1;772,5;07/02/2023 01:04;Florianópolis;75001;2;202302
250886;iPhone;1;9890;07/11/2022 01:33;Fortaleza;94016;11;202211
250886;Cabo de carregamento Lightning;1;76,99;21/08/2023 04:56;Fortaleza;94016;8;202308
250887;Cabo de carregamento USB-C;1;61,54;06/07/2023 13:21;Belo Horizonte;98101;7;202307
250888;Cabo de carregamento USB-C;1;61,54;10/01/2023 06:35;Manaus;10001;1;202301
250889;Monitor FHD de 27 polegadas;1;772,44;20/11/2022 00:03;Rio de Janeiro;73301;11;202211
250890;Fones de ouvido Apple Airpods;1;772,5;21/01/2023 18:28;Rio de Janeiro;73301;1;202301
250891;Fones de ouvido com fio;1;61,74;28/10/2022 20:31;Fortaleza;94016;10;202210
250892;Fones de ouvido com fio;1;61,74;27/04/2023 08:37;Manaus;10001;4;202304
250893;iPhone;1;9890;19/09/2023 01:38;Belo Horizonte;98101;9;202309
250894;Baterias AAA (pacote com 4);3;15,39;29/09/2023 12:52;Bahia;97035;9;202309
250895;Monitor ultralargo de 34 pol.;1;1956,94;10/02/2023 09:59;Campinas;30301;2;202302
250896;Cabo de carregamento Lightning;1;76,99;03/08/2023 16:53;São Paulo;90001;8;202308
250897;Monitor para jogos 4K de 27 polegadas;1;2008,44;13/01/2023 02:32;Campinas;30301;1;202301
250898;Fones de ouvido com fio;1;61,74;14/05/2023 10:46;Belo Horizonte;98101;5;202305
250899;Fones de ouvido Apple Airpods;1;772,5;17/11/2022 10:34;Manaus;10001;11;202211
250900;Cabo de carregamento USB-C;1;61,54;08/05/2023 06:34;Salvador;2215;5;202305
250901;Cabo de carregamento USB-C;1;61,54;01/02/2023 02:58;São Paulo;90001;2;202302
250902;Cabo de carregamento Lightning;1;76,99;15/05/2023 22:06;Rio de Janeiro;73301;5;202305
250903;Fones de ouvido Bose SoundSport;1;514,94;15/10/2022 14:34;Manaus;10001;10;202210
250904;Cabo de carregamento Lightning;1;76,99;08/02/2023 07:23;São Paulo;90001;2;202302
250905;Fones de ouvido Bose SoundSport;1;514,94;15/08/2023 00:26;Bahia;97035;8;202308
250906;Baterias AAA (pacote com 4);1;15,39;27/10/2022 18:36;São Paulo;90001;10;202210
250907;Cabo de carregamento USB-C;1;61,54;03/08/2023 07:54;Rio de Janeiro;73301;8;202308
250908;Fones de ouvido com fio;1;61,74;03/09/2023 17:27;Florianópolis;75001;9;202309
250909;Fones de ouvido Apple Airpods;1;772,5;24/06/2023 07:25;Belo Horizonte;98101;6;202306
250910;Pilhas AA (pacote com 4);2;19,77;17/02/2023 18:17;Salvador;2215;2;202302
250911;Fones de ouvido com fio;1;61,74;09/10/2023 06:57;São Paulo;90001;10;202310
250912;TV de tela plana;1;1545;09/12/2022 03:06;Rio de Janeiro;73301;12;202212
250913;Fones de ouvido Bose SoundSport;1;514,94;18/09/2023 02:35;Belo Horizonte;98101;9;202309
250914;Xiaomi Redmi 10;1;3090;13/02/2023 17:51;Bahia;97035;2;202302
250914;Fones de ouvido Bose SoundSport;1;514,94;15/08/2023 08:28;Bahia;97035;8;202308
250915;Fones de ouvido Bose SoundSport;1;514,94;01/05/2023 15:28;Fortaleza;94016;5;202305
250916;Cabo de carregamento USB-C;1;61,54;03/09/2023 08:47;Rio de Janeiro;73301;9;202309
